Title,Description,Topic,Topic_isced,Size,Name,Discipline,Discipline_isced,Biography,Nationality,Gender,Position,Affiliation,Country_University,Year,Location,Notes
Advocate Influence on Politics Through the Media: A Multi-agent Simulation,,,Social and behavioural sciences,6,Jacob Harold,,,,,Male,,Stanford University,US,2005,Beijing,
Advocate Influence on Politics Through the Media: A Multi-agent Simulation,,,Social and behavioural sciences,6,Federica Rossi,,,,,Female,,Università di Modena e Reggio Emilia,Italy,2005,Beijing,
Advocate Influence on Politics Through the Media: A Multi-agent Simulation,,,Social and behavioural sciences,6,Sameer Shah,,,,,Male,,"University of California, Los Angeles",US,2005,Beijing,
Advocate Influence on Politics Through the Media: A Multi-agent Simulation,,,Social and behavioural sciences,6,Yuichi Washida,,,,,Male,,"Hakuhodo, Inc.",Japan,2005,Beijing,
Cooperators and connectivity: cooperation is more prevalent in network hubs,,,Social and behavioural sciences,2,Sam Brown,,,,,Male,,University of Texas at Austin,US,2005,Beijing,
Cooperators and connectivity: cooperation is more prevalent in network hubs,,,Social and behavioural sciences,2,Li Kang,,,,,Male,,"Institute of Theoretical Physics, Chinese Academy of Sciences",China,2005,Beijing,
Complexity Engineering Harnessing Emergent Phenomena as Opportunities for Engineering,,,Engineering and engineering trades,2,Jonas Buchli,,,,,Male,,"Swiss Federal Insitute of Technology, Lausanne",Switzerland,2005,Santa Fe,
Complexity Engineering Harnessing Emergent Phenomena as Opportunities for Engineering,,,Engineering and engineering trades,2,Cristina Santini,,,,,Female,,University of York,UK,2005,Santa Fe,
Agent-Based Modeling of Networks of Logistic Maps with Long-Range Coupling,,,Computing,2,Anton Burykin,,,,,Male,,Washington University in St. Louis,US,2005,Santa Fe,
Agent-Based Modeling of Networks of Logistic Maps with Long-Range Coupling,,,Computing,2,Balazs Adamcsek,,,,Hungary,Male,,Eotvos Lorand University,Hungary,2005,Santa Fe,
Ricochet Robots - A Case Study for Human Complex Problem Solving,,,Social and behavioural sciences,3,Nicholas Butko,,,,,Male,,"University of California, San Diego",US,2005,Santa Fe,
Ricochet Robots - A Case Study for Human Complex Problem Solving,,,Social and behavioural sciences,3,Katharina Lehmann,,,,German,Female,,University Tuebingen,Germany,2005,Santa Fe,
Ricochet Robots - A Case Study for Human Complex Problem Solving,,,Social and behavioural sciences,3,Veronica Ramenzoni,,,,,Female,,University of Cincinnati,US,2005,Santa Fe,
Modeling the Evolution of Development,,,,3,Brett Calcott,,,,,Male,,"RSSS, ANU",Australia,2005,Santa Fe,
Modeling the Evolution of Development,,,,3,Duygu Balcan,,,,Turkey,Female,,Istanbul Technical University,Turkey,2005,Santa Fe,
Modeling the Evolution of Development,,,,3,Paul Hohenlohe,,,,,Male,,,US,2005,Santa Fe,"Does not have an affiliation, but it still says which country the person arrived from."
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Ganesh Bagler,,,,,Male,,"Centre for Cellular and Molecular Biology, India",India,2005,Beijing,
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Jiaxin Cui,,,,,,,"School of Management, Beijing Normal University",China,2005,Beijing,
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Chen WeiChao,,,,,,,Beijing Normal University,China,2005,Beijing,
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Sutirth Dey,,,,,,,Jawaharlal Nehru Centre for Advanced Scientific Research,India,2005,Beijing,
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,William Gibson,,,,,Male,,,US,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Vuk Milosevic,,,,,,,"Medical faculty, University of Nis",Serbia and Montenegro,2005,Beijing,
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Daniel Rosenbloom,,,,,Male,,,US,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
Non-verbal human communication under varying levels of restrictions: An empirical and computational investigation Password and Gasekitomu games,,,Social and behavioural sciences,8,Zhang Peng,,,,,,,Beijing Normal University,China,2005,Beijing,
Simulating Escape Panic Based on the Mechanism of Asymmetric Information Distribution,,,Social and behavioural sciences,4,Chu Jianxun,,,,,,,University of Science Technology of China,China,2005,Beijing,
Simulating Escape Panic Based on the Mechanism of Asymmetric Information Distribution,,,Social and behavioural sciences,4,Li Kang,,,,,Male,,"Institute of Theoretical Physics, Chinese Academy of Sciences",China,2005,Beijing,
Simulating Escape Panic Based on the Mechanism of Asymmetric Information Distribution,,,Social and behavioural sciences,4,Xu Meng,,,,,,,University of Science and Technology of China,China,2005,Beijing,
Simulating Escape Panic Based on the Mechanism of Asymmetric Information Distribution,,,Social and behavioural sciences,4,Zhao Li,,,,,,,Tsinghua University,China,2005,Beijing,
The Role of Corticothalamic Feedback in the Response Mode Transition of Thalamus,,,Life sciences,2,Jiaxin Cui,,,,,,,"School of Management, Beijing Normal University",China,2005,Beijing,
The Role of Corticothalamic Feedback in the Response Mode Transition of Thalamus,,,Life sciences,2,Shang Chun-feng,,,,,,,"Institute of Neuroscience, Chinese Academy of Sciences",China,2005,Beijing,
A simple model for the diffusion of ideas,,,Social and behavioural sciences,2,Luis Da Costa,Engineering,Engineering and engineering trades,,Canada,Male,,Ecole de technologie Superieure,Canda,2005,Santa Fe,
A simple model for the diffusion of ideas,,,Social and behavioural sciences,2,Dalia Terhesiu,,,,,Female,,University of Connecticut,US,2005,Santa Fe,
Correlating Extracted Categories from Two Separate Databases,,,Computing; Mathematics and statistics,4,Neiloufar Family,,,,,,,"EHESS, France",France,2005,Beijing,
Correlating Extracted Categories from Two Separate Databases,,,Computing; Mathematics and statistics,4,Eric Miller,,,,,Male,,The University of Texas at Austin,US,2005,Beijing,
Correlating Extracted Categories from Two Separate Databases,,,Computing; Mathematics and statistics,4,Xia Li,,,,,,,Tsinghua University,China,2005,Beijing,
Correlating Extracted Categories from Two Separate Databases,,,Computing; Mathematics and statistics,4,YEN Miao,,,,,,,,,2005,Beijing,"Does neither have affiliation listed, nor the country from which the person arrived."
Can Complexity Studies Advance Sustainability? Scaling in Natural & Social Systems,,,Social and behavioural sciences,3,Timothy Foxon,,,,,Male,,Imperial College London,UK,2005,Santa Fe,
Can Complexity Studies Advance Sustainability? Scaling in Natural & Social Systems,,,Social and behavioural sciences,3,Debora Hammond,,,,,Female,,Sonoma State University,US,2005,Santa Fe,
Can Complexity Studies Advance Sustainability? Scaling in Natural & Social Systems,,,Social and behavioural sciences,3,Jennifer Wells,,,,,Female,,University of California at Berkeley,US,2005,Santa Fe,
Determining Individual Player Value in Fantasy Football,,,Mathematics and statistics,2,Qiuyan Fu,,,,,,,University of Washington,US,2005,Beijing,"Could also be Xue Fu; the citation says Fu, A., but this person does not exist."
Determining Individual Player Value in Fantasy Football,,,Mathematics and statistics,2,Dustin Schones,,,,,Male,,,US,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
Statistical Self-Similarity in the Structural Organization of Human Forager Populations,,,Social and behavioural sciences,3,Marcus Hamilton,,,,,Male,,,US,2005,Santa Fe,"Does not have an affiliation, but it still says which country the person arrived from."
Statistical Self-Similarity in the Structural Organization of Human Forager Populations,,,Social and behavioural sciences,3,Robert Holdaway,,,,,Male,,University of Canterbury,New Zealand,2005,Santa Fe,
Statistical Self-Similarity in the Structural Organization of Human Forager Populations,,,Social and behavioural sciences,3,Steven Litvin,,,,,Male,,"Rutgers, The State University",US,2005,Santa Fe,
Self-organization in economics: The minority game,,,Social and behavioural sciences,1,Willemien Kets,,,,,Male,,Santa Fe Institute,US,2005,Santa Fe,
Effect of Distance on Collaboration in the Internet Age Is not Scale Free: Distance Matters and Distance Doesn't Matter,,,Social and behavioural sciences,3,Henry Kim,,,,,Male,,York University,UK,2005,Santa Fe,
Effect of Distance on Collaboration in the Internet Age Is not Scale Free: Distance Matters and Distance Doesn't Matter,,,Social and behavioural sciences,3,Juyong Park,,,,,Male,,University of Michigan,US,2005,Santa Fe,
Effect of Distance on Collaboration in the Internet Age Is not Scale Free: Distance Matters and Distance Doesn't Matter,,,Social and behavioural sciences,3,Eleanor Wynn,,,,,Female,Industry,Intel Corporation,US,2005,Santa Fe,
"Self-Organization, Autocatalysis and Models of the Origin of Life",,,Life sciences,2,Regina R. Monaco,,,,,Female,,Columbia University,US,2005,Santa Fe,
"Self-Organization, Autocatalysis and Models of the Origin of Life",,,Life sciences,2,Fatima Rateb de Montozon,,,,,Female,,University College London,UK,2005,Santa Fe,
"Definitions, Measures, and Models of Robustness in Gene Regulatory Network",,,Life sciences,4,Julio Monte,,,,,Male,,"University of California, San Diego",US,2005,Santa Fe,
"Definitions, Measures, and Models of Robustness in Gene Regulatory Network",,,Life sciences,4,Min Liu,,,,,Female,,University of Houston,US,2005,Santa Fe,
"Definitions, Measures, and Models of Robustness in Gene Regulatory Network",,,Life sciences,4,Adam Sheya,,,,,Male,,Indiana University,US,2005,Santa Fe,
"Definitions, Measures, and Models of Robustness in Gene Regulatory Network",,,Life sciences,4,Toshimori Kitami,,,,,Male,,Case Western Reserve University,US,2005,Santa Fe,
Evolution of Food-web Networks in Fluctuating Environments,,,Social and behavioural sciences,6,Samraat Pawar,,,,,,,University of Texas,US,2005,Beijing,
Evolution of Food-web Networks in Fluctuating Environments,,,Social and behavioural sciences,6,Oskar Burger,,,,,Male,,University of New Mexico,US,2005,Beijing,
Evolution of Food-web Networks in Fluctuating Environments,,,Social and behavioural sciences,6,Brian Hallmark,,,,,Male,,University of Arizona,US,2005,Beijing,
Evolution of Food-web Networks in Fluctuating Environments,,,Social and behavioural sciences,6,Ganesh Bagler,,,,,Male,,"Centre for Cellular and Molecular Biology, India",India,2005,Beijing,
Evolution of Food-web Networks in Fluctuating Environments,,,Social and behavioural sciences,6,Wang Qiutao,,,,,Male,,Chinese Academy of Science,China,2005,Beijing,
Evolution of Food-web Networks in Fluctuating Environments,,,Social and behavioural sciences,6,Xue Fu,,,,China,,,,China,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
A Swarm of Mars 'Tumbleweed' Rovers: Collective Exploration of Rugged Landscapes Leveraging Environmental Gradients,,,Computing,5,Kurt Severance,,,,,Male,,NASA Langley Research Center,US,2005,Santa Fe,
A Swarm of Mars 'Tumbleweed' Rovers: Collective Exploration of Rugged Landscapes Leveraging Environmental Gradients,,,Computing,5,Michal Jakob,,,,,Male,,,,2005,Santa Fe,"Does neither have affiliation listed, nor the country from which the person arrived."
A Swarm of Mars 'Tumbleweed' Rovers: Collective Exploration of Rugged Landscapes Leveraging Environmental Gradients,,,Computing,5,James Rigdon,,,,,Male,,Sandia National Laboratories,US,2005,Santa Fe,
A Swarm of Mars 'Tumbleweed' Rovers: Collective Exploration of Rugged Landscapes Leveraging Environmental Gradients,,,Computing,5,Keisuke Okamoto,,,,,Male,,Toyota Motor Corporation,US,2005,Santa Fe,
A Swarm of Mars 'Tumbleweed' Rovers: Collective Exploration of Rugged Landscapes Leveraging Environmental Gradients,,,Computing,5,,,,,,,,,,2005,Santa Fe,"Should be K. Zick, but is not listed in the participants list"
Sympatric Speciation in Sexual Populations,,,Life sciences,3,Camille Stephan-Otto Attolini,,,,,Female,,University of Vienna,Austria,2005,Beijing,
Sympatric Speciation in Sexual Populations,,,Life sciences,3,Liang Gao,,,,,,,Beijing Normal University,China,2005,Beijing,
Sympatric Speciation in Sexual Populations,,,Life sciences,3,Zhou Chan,,,,,,,Zhejian University,China,2005,Beijing,Could also be Zhou Chunlai
Efficient and Resilient Electric Power Networks: A Chinese Case Study,,,Engineering and engineering trades,4,Jessika Trancik,,,,,Female,,Columbia University,US,2005,Beijing,
Efficient and Resilient Electric Power Networks: A Chinese Case Study,,,Engineering and engineering trades,4,Allison Gilmore,,,,,Female,,Oxford University,UK,2005,Beijing,
Efficient and Resilient Electric Power Networks: A Chinese Case Study,,,Engineering and engineering trades,4,Jorg Reichardt,,,,,Male,,University of Bremen,Germany,2005,Beijing,
Efficient and Resilient Electric Power Networks: A Chinese Case Study,,,Engineering and engineering trades,4,Caterina Tiazzoldi,,,,,Female,,Politecnico di Torino,Italy,2005,Beijing,
The Evolution of Cooperation by Image Scoring in a Lattice-Structured Population,,,Social and behavioural sciences,3,Xi Ning,,,,,,,Beijing Normal University,China,2005,Beijing,
The Evolution of Cooperation by Image Scoring in a Lattice-Structured Population,,,Social and behavioural sciences,3,Zhang Peng,,,,,Male,,Beijing Normal University,China,2005,Beijing,
The Evolution of Cooperation by Image Scoring in a Lattice-Structured Population,,,Social and behavioural sciences,3,Xue Fu,,,,,,,,China,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
Persistent Inequalities in Society,,,Social and behavioural sciences,3,Zhang Alex Xuehu,,,,,Male,,Peking University,China,2005,Beijing,
Persistent Inequalities in Society,,,Social and behavioural sciences,3,Zhang Fengfang,,,,,,,Beijing Normal University,China,2005,Beijing,
Persistent Inequalities in Society,,,Social and behavioural sciences,3,Tejaswini More,,,,,,,Yale University,US,2005,Beijing,
The Story of Eagles and Pikas in Tibet.,,,Humanities,3,Zheng Bojin,,,,,,,,China,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
The Story of Eagles and Pikas in Tibet.,,,Humanities,3,Zhou Chunlai,,,,,,,Indiana University,US,2005,Beijing,Could also be Zhou Chan
The Story of Eagles and Pikas in Tibet.,,,Humanities,3,Chang Yunfeng,,,,,,,Institute of Particle Physics,China,2005,Beijing,
Phase Transition in Sequence Unique Reconstruction.,,,Life sciences,2,Zhou Chunlai,,,,,,,Indiana University,US,2005,Beijing,Could also be Zhou Chan
Phase Transition in Sequence Unique Reconstruction.,,,Life sciences,2,Xia Li,,,,,,,T-life Research Center,China,2005,Beijing,Could also be Xia Li from Tsinghua University
Seismic Analysis of Power Systems Performance,,,Engineering and engineering trades,3,Zhigang Wu,Engineering,Engineering and engineering trades,"I received the Bachelor of Tech. degree in Electrical Engineering from the Department of Automation, Tiajin University, Tianjin, China, in 1996, the Master of Tech. and PhD degree in Electrical Engineering from the College of Electrical Engineering and Automation, Tianjin University, Tianjin, China, in 1999 and 2002. Currently, I am an associate professor in the Electric Power College at the South China University of Technology, Guangzhou, China. My present research is in the area of power system simulation and analysis as a complex system. Besides the research work, I am interested in History, Literature and tranditional Chinese Arts (such as the Peking Opera and Xiangsheng)",China,Male,Associate Professor,The South China University of Technology,China,2006,Beijing,
Seismic Analysis of Power Systems Performance,"Civil infrastructure systems, including power systems, water delivery systems and communication systems, etc. are the essential urban elements and are also highly vulnerable to natural and man-made disasters such as earthquakes and terrorist attacks. Power system is especially crucial to emergency response, recovery, and post-disaster reconstruction. Damaged power systems could result in severe socio-economic consequences. Using the data from the power utilities including 2706 buses and more than 3400 branches, we studied the system reliability and the performance of the power system under both a given scenario earthquake and a hypothetical terrorist attack. The seismic reliability of the substations (nodes) was evaluated under the impact of earthquake. Power flow (load flow) analysis was conducted on the hypothetical power network. The most vulnerable (critical) edges and nodes were evaluated with complex network theory. These results can be used to estimate cascading failure and direct and indirect economic loss induced by the damaged power system. The results could also be useful for local planning department and power industries to evaluate the most vulnerable nodes/edges of the power system and improve their seismic performance under economic constrains.",,Engineering and engineering trades,3,Chang Liang,,,"Is a Ph.D. candidate in the Department of Civil & Environmental Engineering and research assistant in the Mid-America Earthquake (MAE) Center at the University of Illinois at Urbana-Champaign (UIUC), USA. He is currently working on a FEMA funded project focusing on seismic risk mitigation for transportation networks under the supervision of Profs. Amr S. Elnashai and Billie F. Spencer, Jr.
In the summer of 2006, he was a research scholar in the Complex Systems Summer School funded by Santa Fe Institute (SFI) and the Chinese Academy of Sciences (CAS). Prior joining the University of Illinois, he was a Sustainable Coastal Margins Program (SCMP) Graduate Fellow in the Hazard Reduction & Recovery Center (HRRC) and doctoral student in the Urban and Regional Science (URSC) program at Texas A&M University (TAMU), Texas. He worked as a visiting research assistant at the City University of Hong Kong prior joining Texas A&M University.
His research interests include: civil infrastructure systems (transportation and utility systems); engineering risk analysis, structural reliability, probabilistic and statistics methods; Geographic Information System (GIS) and Remote Sensing (RS) applications; natural hazards risk analysis, loss estimation, disaster socio-economic consequences analysis. ",China,Male,PhD,University of Illinois at Urbana-Champaign,US,2006,Beijing,
Seismic Analysis of Power Systems Performance,"Civil infrastructure systems, including power systems, water delivery systems and communication systems, etc. are the essential urban elements and are also highly vulnerable to natural and man-made disasters such as earthquakes and terrorist attacks. Power system is especially crucial to emergency response, recovery, and post-disaster reconstruction. Damaged power systems could result in severe socio-economic consequences. Using the data from the power utilities including 2706 buses and more than 3400 branches, we studied the system reliability and the performance of the power system under both a given scenario earthquake and a hypothetical terrorist attack. The seismic reliability of the substations (nodes) was evaluated under the impact of earthquake. Power flow (load flow) analysis was conducted on the hypothetical power network. The most vulnerable (critical) edges and nodes were evaluated with complex network theory. These results can be used to estimate cascading failure and direct and indirect economic loss induced by the damaged power system. The results could also be useful for local planning department and power industries to evaluate the most vulnerable nodes/edges of the power system and improve their seismic performance under economic constrains.",,Engineering and engineering trades,3,Shi Shansan,Engineering,Engineering and engineering trades,"Hello,everyone! I’m Shi Shanshan, I have been admitted to the graduate school for Doctor Degree of Tsinghua University with the privilege of exemption from the National Entrance Examination for Graduate Students from Southeast University. My major is Electrical Engineering. I will try to learn to use the complex system theory to solve problems of the stability of electrical power system during the valuable four weeks. Also, I will be interested in learning from the work of other participants. Additionally, I like sports, movie and traveling. Looking forward to meeting new friends from all part of the world!",China,Male,PhD,"Southeast University, Nanjing",China,2006,Beijing,
Activity-dependent Growth and Self-Organization in a Neural Network Model,"Civil infrastructure systems, including power systems, water delivery systems and communication systems, etc. are the essential urban elements and are also highly vulnerable to natural and man-made disasters such as earthquakes and terrorist attacks. Power system is especially crucial to emergency response, recovery, and post-disaster reconstruction. Damaged power systems could result in severe socio-economic consequences. Using the data from the power utilities including 2706 buses and more than 3400 branches, we studied the system reliability and the performance of the power system under both a given scenario earthquake and a hypothetical terrorist attack. The seismic reliability of the substations (nodes) was evaluated under the impact of earthquake. Power flow (load flow) analysis was conducted on the hypothetical power network. The most vulnerable (critical) edges and nodes were evaluated with complex network theory. These results can be used to estimate cascading failure and direct and indirect economic loss induced by the damaged power system. The results could also be useful for local planning department and power industries to evaluate the most vulnerable nodes/edges of the power system and improve their seismic performance under economic constrains.",,Mathematics and statistics,4,Alred Kaye,Computational Neuroscience,Social and behavioural science,"I am an MD/PhD student (starting in August) at the University of California, San Diego. I intend to to my PhD in Computational Neuroscience, and I'm particularly interested in using genetic algorithms to explore the space of cellular and network architectures that give rise to interesting neural phenomena. After a year-and-a-half doing experimental work in a forward genetics lab, I have a deep appreciation for methodologies that use the power of evolution to ask questions in an unbiased way, and I think that genetic algorithms are underutilized in theoretical neuroscience. I noticed that some of the other participants mentioned travelling and basketball, two of my favorite things. I'm currently travelling in Laos, missing basketball, and looking forward to meeting everyone in Beijing. Also, I want to learn Chinese. ",,Male,PhD,"University of California, San Diego",US,2006,Beijing,
Activity-dependent Growth and Self-Organization in a Neural Network Model,"The development of neural circuits is determined to a large extent by experience during critical periods of early postnatal life. Several interacting processes have been identified to be involved in the formation of new synaptic connections and the elimination of already existing connections: functional competition between inputs, neuronal activity, structural consolidation at the end of the critical period and regulation of synaptic connections by experience.",,Mathematics and statistics,4,Xie Dan,Bioinformatics,Life Sciences; Computing,"Hello everyone, I am a graduate student from University of Science and Technology of China. My research interest focus in bioinformatics and now is trying to learn more about system biology. Out of academic life, I like music, movie and a lot of other amazing things. I was a good soccer player before I became a little bit overweighted ;P

I like to Download Music from Altnet. ",China,Male,PhD,University of Science and Technology of China,China,2006,Beijing,
Activity-dependent Growth and Self-Organization in a Neural Network Model,"The development of neural circuits is determined to a large extent by experience during critical periods of early postnatal life. Several interacting processes have been identified to be involved in the formation of new synaptic connections and the elimination of already existing connections: functional competition between inputs, neuronal activity, structural consolidation at the end of the critical period and regulation of synaptic connections by experience.",,Mathematics and statistics,4,Sarah Feldt,Neuroscience,Social and behavioural science,"I recently finished my Ph.D. in physics at the University of Michigan and am about to head off to a postdoc at UC Irvine. The title of my dissertation was ""Understanding the interplay of structure and dynamics in neuronal networks"", and much of my research has focused on questions in the field of neuroscience. Networks are very important in this field as the brain is a prime example of a very complicated network. Important features of neuronal networks are that the nodes (neurons) are dynamic due to the firing of action potentials, and the edges (synapses) are constantly evolving. The main part of my dissertation focused on a new clustering algorithm that utilizes these neuronal dynamics to detect groupings of neurons with similar firing patterns. I think that studying networks with dynamic nodes will become increasingly important as we try to apply network theory to more types of networks. Since neuronal networks can be viewed as time series of discrete events, I'd like to extend this line of thinking to types of networks outside of neuroscience, and I'm hoping that this workshop will be a good place to do so. In addition to the algorithm development and subsequent data analysis, much of my time in graduate school was spent doing experimental work growing dissociated hippocampal cultures and studying how the underlying structure of these networks influences their dynamics. I also spent some time doing computational modeling of epilepsy where I studied two coupled networks of neurons and looked at resonance and driving relationships between the networks as one network transitioned into seizure dynamics. Although this was my first project as a graduate student, my new postdoctoral position will also be in the field of epilepsy research. Network analysis is becoming increasingly important in epilepsy to study the initiation and propagation of seizures, so I'm quite excited to work in this area. ",,Female,Postdoc,University of Michigan,US,2006,Beijing,
Activity-dependent Growth and Self-Organization in a Neural Network Model,"The development of neural circuits is determined to a large extent by experience during critical periods of early postnatal life. Several interacting processes have been identified to be involved in the formation of new synaptic connections and the elimination of already existing connections: functional competition between inputs, neuronal activity, structural consolidation at the end of the critical period and regulation of synaptic connections by experience.",,Mathematics and statistics,4,Rainer Stollhoff,Mathematics,Mathematics and statistics,"My name is Rainer Stollhoff, currently I'm working as a PhD student in Mathematics at the Max-Planck-Institute for Mathematics in the Sciences in Leipzig, Germany. The topic of my thesis is ""Mathematical Modelling of Prosopagnosia"". Prosopagnosia or faceblindness is the inability to identify other people by their faces (see [1] or [2]). Since this is a rather applied and interdisciplinary topic - at least for a mathematician - I can not name any research focus, but only give a list of buzzwords related to my current research: Artificial Neural Networks, Pattern Recognition, Connectionist Modelling, Computational Neuroscience, ... During the last weeks I tried my very best to learn a bit of chinese and I'd be glad if some of you are willing and patient enough to teach me more about the chinese language, culture and history. ",,Male,PhD,Max-Planck Institute for Mathematics in the Sciences,Germany,2006,Beijing,
The Electricity Grid as a case-study on the Interface of Engineering Systems and Human Behavior,,,Engineering and engineering trades,4,Alexis Dinno,Epidemiologist,Health,"Hello!
 
 My name is Alexis, but friends call me Lexy-Lou (or Lex, or&#133;), and I am a social epidemiologist and social ecologist. I have just defended my dissertation at Harvard School of Public Health where I majored in quantitative methods (emphasis on statistical modeling: multilevel models, spatial models, causal models, etc.) in the department of Health and Social Behavior (now Society, Health and Human Development). The third chapter of my dissertation entails a loop analysis of residential depressive experience, urban neighborhood property abandonment and urban greenspace programs.
 
 My interests in complex systems analysis are diverse:
 
  I have an abiding interest in the ontological and ideological commitments implicit in the choice of a specific analytic method. What kinds of inquiry are mobilized by systems analyses? How do they differ from (non-systems) alternatives?
 
  I have recently published an implementation of Richard Levins' qualitative loop analysis (Loop Analyst) for R on CRAN with some recent extensions. However, I am not a computer scientist, and the computationally intensive nature of the method demands that I produce more efficient code for the current implementation as well as for future extensions. Therefore I hope to sharpen my mathematical and computing skills.
 
  I have found qualitative loop analysis of system behavior to be a rewarding and robust analytic method. However, this has only been my introduction to systems approaches, and I would like both to extend my analytic repertoire, as well as to situate my ""toolkit"" within a wider domain of systems methods.
 
 I am very much looking forward to learning and sharing with you in the program this summer, and to my first visit to China. I am also an avid capoeirista and am looking for other capoeiristas to play with in Beijing while I am there!",China,Male,PhD,Harvard School of Public Health,US,2006,Beijing,
The Electricity Grid as a case-study on the Interface of Engineering Systems and Human Behavior,In this study we introduce a neuron model for activity-dependent growth and self-organization of a neural network based on a neurobiologically plausible mechanism of competition for neurotrophic growth factors among synaptic connections inside every neuron. We extend previous models by including a detailed topological model of neuronal outgrowth in combination with recurrent lateral excitation among neurons. In a series of simulation studies we investigate the influence of neurotrophic factors and firing rate dynamics on the connectivity of generated neural networks.,,Engineering and engineering trades,4,Adam Leising,,,,,Male,,Stanford University,US,2006,Beijing,
